sale_id,product_id,sale_amount,sale_date
349,20,488.05,2023-01-22
350,66,851.35,2023-07-12
351,38,357.66,2023-08-15
352,88,26.42,2023-12-13
353,80,286.68,2023-08-16
354,85,334.99,2023-12-29
355,7,849.16,2023-04-02
356,79,734.15,2023-08-03
357,90,734.88,2023-12-04
358,31,634.29,2023-08-24
359,60,956.81,2023-12-06
360,1,855.97,2023-12-27
361,85,115.43,2023-06-06
362,88,63.76,2023-06-19
363,92,500.28,2023-08-02
364,14,658.89,2023-05-02
365,77,737.99,2023-04-28
366,80,510.7,2023-10-07
367,48,850.49,2023-11-06
368,22,490.96,2023-03-12
369,49,374.21,2023-10-31
370,77,954.88,2023-03-10
371,72,468.51,2023-03-10
372,17,399.95,2023-02-27
373,17,453.99,2023-02-04
374,39,46.21,2023-08-17
375,61,348.4,2023-08-12
376,41,162.45,2023-04-09
377,72,198.23,2023-09-21
378,14,87.33,2023-09-29
379,68,919.95,2023-08-28
380,38,37.86,2023-03-04
381,29,466.44,2023-01-21
382,48,912.49,2023-07-24
383,59,470.95,2023-11-05
384,40,226.61,2023-09-07
385,1,455.74,2023-04-06
386,31,682.67,2023-02-18
387,70,57.91,2023-12-09
388,76,372.4,2023-08-30
389,61,236.17,2023-08-01
390,6,998.2,2023-07-19
391,11,900.47,2023-08-05
392,3,688.89,2023-04-18
393,61,185.57,2023-03-30
394,53,367.45,2023-10-20
395,90,898.14,2023-01-18
396,74,680.91,2023-05-10
397,8,224.58,2023-06-27
398,69,732.58,2023-10-03
399,80,626.14,2023-01-15
400,84,650.25,2023-02-20
401,73,331.75,2023-12-27
402,88,869.12,2023-10-17
403,97,391.01,2023-06-06
404,37,183.25,2023-04-09
405,83,813.09,2023-06-17
406,82,253.08,2023-07-05
407,73,587.45,2023-02-09
408,27,466.16,2023-12-31
409,72,917.09,2023-12-28
410,96,219.94,2023-03-12
411,52,941.19,2023-04-01
412,63,276.99,2023-01-21
413,33,421.41,2023-04-29
414,1,226.37,2023-04-27
415,59,501.85,2023-07-17
416,25,938.93,2023-10-06
417,78,798.73,2023-06-05
418,37,578.34,2023-10-30
419,71,676.76,2023-04-14
420,2,900.96,2023-07-11
421,55,261.71,2023-04-14
422,65,305.68,2023-07-12
423,46,876.22,2023-12-30
424,83,191.55,2023-12-28
425,73,411.6,2023-08-25
426,99,944.11,2023-09-16
427,8,122.74,2023-02-04
428,41,223.26,2023-08-23
429,74,177.46,2023-01-15
430,25,125.63,2023-07-22
431,95,628.98,2023-10-27
432,66,662.03,2023-12-22
433,35,701.91,2023-03-02
434,52,293.42,2023-02-12
435,32,909.66,2023-06-05
436,90,533.26,2023-04-27
437,29,144.95,2023-08-06
438,89,339.45,2023-10-20
439,80,739.34,2023-03-27
440,49,768.62,2023-07-07
441,63,584.03,2023-03-19
442,22,983.4,2023-03-23
443,67,221.63,2023-03-17
444,56,620.62,2023-08-25
445,62,171.32,2023-09-11
446,2,582.85,2023-04-15
447,8,731.89,2023-07-15
448,33,440.49,2023-05-09
449,27,824.81,2023-03-02
450,51,895.95,2023-08-22
451,64,208.41,2023-08-30
452,97,79.45,2023-04-21
453,25,954.65,2023-01-16
454,95,814.9,2023-01-01
455,100,392.95,2023-09-06
456,83,835.34,2023-11-16
457,27,928.23,2023-02-20
458,27,77.01,2023-09-04
459,93,889.56,2023-10-04
460,5,473.23,2023-09-26
461,75,90.66,2023-02-05
462,19,418.47,2023-12-04
463,61,680.86,2023-02-17
464,6,884.11,2023-12-24
465,98,102.93,2023-07-17
466,64,615.48,2023-11-04
467,37,48.4,2023-08-13
468,18,664.28,2023-04-03
469,40,421.92,2023-05-11
470,44,428.36,2023-04-27
471,63,921.45,2023-11-17
472,38,880.4,2023-11-05
473,2,801.63,2023-07-19
474,65,184.41,2023-07-09
475,26,624.82,2023-03-03
476,25,17.19,2023-11-07
477,80,246.67,2023-07-03
478,74,972.95,2023-09-11
479,9,411.77,2023-11-09
480,22,32.92,2023-01-31
481,42,515.68,2023-11-28
482,84,103.28,2023-08-15
483,86,996.1,2023-09-15
484,68,130.49,2023-11-01
485,92,558.03,2023-05-22
486,49,675.02,2023-12-31
487,50,251.75,2023-05-06
488,88,691.64,2023-09-16
489,13,619.79,2023-12-15
490,22,760.02,2023-03-02
491,50,350.57,2023-11-06
492,25,419.57,2023-11-13
493,92,219.61,2023-07-11
494,70,707.43,2023-08-28
495,43,394.85,2023-06-17
496,51,684.25,2023-01-26
497,100,169.41,2023-03-18
498,51,507.91,2023-12-02
499,62,740.44,2023-04-02
500,31,37.34,2023-07-13
501,22,944.48,2023-05-30
502,78,548.59,2023-11-27
503,2,993.32,2023-02-19
504,99,483.08,2023-08-29
505,93,311.3,2023-03-19
506,91,943.68,2023-02-20
507,6,190.34,2023-08-07
508,3,43.35,2023-07-12
509,57,777.86,2023-03-24
510,56,843.86,2023-07-14
511,95,712.78,2023-07-08
512,70,10.94,2023-04-08
513,100,613.8,2023-09-17
514,8,864.61,2023-01-26
515,35,630.87,2023-11-28
516,49,986.14,2023-08-18
517,61,223.05,2023-12-17
518,44,857.0,2023-10-09
519,89,796.82,2023-03-13
520,14,560.22,2023-11-03
521,10,315.1,2023-08-21
522,86,891.28,2023-08-11
523,14,800.18,2023-11-15
524,45,154.36,2023-03-21
525,69,903.08,2023-05-12
526,1,770.16,2023-09-16
527,69,766.29,2023-04-05
528,25,10.74,2023-07-10
529,60,344.7,2023-11-24
530,51,380.76,2023-09-17
531,59,986.38,2023-01-22
532,70,943.43,2023-05-17
533,53,945.03,2023-09-25
534,55,127.86,2023-07-30
535,78,514.23,2023-07-22
536,75,922.02,2023-04-09
537,92,971.38,2023-09-16
538,2,209.44,2023-01-25
539,74,145.95,2023-03-11
540,40,799.23,2023-08-12
541,81,23.1,2023-08-16
542,59,812.03,2023-11-05
543,5,692.02,2023-02-26
544,44,998.48,2023-07-07
545,4,52.58,2023-08-11
546,81,279.62,2023-08-12
547,67,484.43,2023-01-21
548,88,204.65,2023-12-29
549,93,267.69,2023-01-25
550,65,280.85,2023-07-11
551,2,602.41,2023-08-23
552,81,491.11,2023-06-04
553,42,996.13,2023-05-23
554,64,344.86,2023-01-17
555,53,64.39,2023-03-06
556,16,631.82,2023-04-10
557,53,693.94,2023-01-23
558,15,358.81,2023-08-17
559,73,828.64,2023-07-02
560,1,965.87,2023-02-25
561,94,407.59,2023-05-24
562,28,885.99,2023-07-15
563,90,847.53,2023-10-26
564,42,831.29,2023-04-23
565,87,717.42,2023-10-29
566,24,720.27,2023-10-16
567,96,663.49,2023-04-04
568,54,233.74,2023-01-02
569,83,487.54,2023-10-28
570,71,490.22,2023-09-11
571,6,937.35,2023-07-29
572,92,815.85,2023-03-20
573,64,510.37,2023-03-19
574,18,197.56,2023-10-26
575,76,892.12,2023-07-04
576,2,773.02,2023-04-01
577,32,724.54,2023-05-06
578,12,29.89,2023-10-08
579,58,155.02,2023-05-15
580,64,496.83,2023-11-29
581,19,537.8,2023-02-19
582,19,604.09,2023-03-28
583,73,419.51,2023-10-01
584,97,170.33,2023-01-07
585,84,638.99,2023-01-20
586,17,735.66,2023-06-13
587,39,527.91,2023-02-27
588,16,747.54,2023-02-04
589,22,660.22,2023-09-15
590,97,209.64,2023-05-12
591,74,794.22,2023-07-10
592,55,486.72,2023-04-01
593,12,894.92,2023-05-13
594,20,63.75,2023-09-23
595,82,505.02,2023-09-05
596,56,254.8,2023-11-21
597,23,888.44,2023-05-12
598,73,141.49,2023-12-30
599,3,950.54,2023-04-01
600,12,436.22,2023-02-17
601,31,569.7,2023-07-16
602,96,505.42,2023-06-24
603,38,358.35,2023-12-20
604,92,314.15,2023-08-09
605,6,350.75,2023-08-01
606,12,412.19,2023-06-07
607,13,322.63,2023-05-08
608,79,142.32,2023-07-12
609,92,671.94,2023-01-21
610,21,579.47,2023-03-08
611,95,364.12,2023-09-29
612,99,842.11,2023-11-05
613,71,349.43,2023-05-30
614,71,55.48,2023-01-02
615,82,526.82,2023-03-06
616,64,611.02,2023-11-28
617,26,399.68,2023-06-19
618,16,492.45,2023-07-19
619,56,460.87,2023-07-10
620,77,183.73,2023-11-13
621,68,583.29,2023-02-06
622,96,584.33,2023-02-13
623,36,375.33,2023-05-01
624,56,889.16,2023-08-19
625,38,77.34,2023-10-03
626,75,211.34,2023-11-08
627,2,399.18,2023-01-24
628,69,123.89,2023-08-13
629,22,902.74,2023-12-29
630,84,117.29,2023-12-07
631,73,731.47,2023-06-02
632,98,206.09,2023-10-08
633,86,494.99,2023-03-17
634,10,730.66,2023-04-08
635,2,842.39,2023-02-24
636,64,780.84,2023-09-11
637,87,460.09,2023-06-28
638,75,780.48,2023-01-14
639,16,501.97,2023-09-27
640,8,997.62,2023-06-13
641,48,256.61,2023-10-07
642,68,448.17,2023-01-05
643,34,727.23,2023-02-04
644,99,916.9,2023-12-02
645,24,206.77,2023-01-01
646,6,285.33,2023-11-15
647,77,484.23,2023-09-05
648,56,238.99,2023-11-09
649,10,473.23,2023-06-20
650,31,893.7,2023-02-26
651,24,23.2,2023-04-06
652,69,967.78,2023-09-30
653,19,905.09,2023-02-13
654,86,661.76,2023-11-23
655,44,252.23,2023-12-16
656,80,524.59,2023-11-26
657,71,634.91,2023-03-19
658,21,556.8,2023-10-31
659,94,206.46,2023-07-16
660,65,41.67,2023-02-15
661,23,508.07,2023-09-10
662,33,550.19,2023-12-24
663,12,967.73,2023-08-04
664,26,169.4,2023-06-28
665,73,313.68,2023-12-09
666,81,21.29,2023-03-09
667,35,74.77,2023-10-02
668,80,727.85,2023-04-17
669,72,731.76,2023-11-06
670,4,74.35,2023-09-20
671,8,384.61,2023-11-06
672,59,274.03,2023-01-13
673,18,547.09,2023-06-06
674,31,260.79,2023-11-07
675,61,826.34,2023-05-05
676,84,186.5,2023-05-24
677,56,565.28,2023-01-28
678,96,750.07,2023-12-27
679,41,834.24,2023-06-12
680,64,492.92,2023-12-11
681,59,417.86,2023-04-01
682,57,125.97,2023-12-12
683,40,590.42,2023-03-05
684,67,178.39,2023-06-24
685,23,352.23,2023-07-07
686,35,403.5,2023-08-04
687,10,959.67,2023-09-05
688,89,36.71,2023-02-09
689,65,465.3,2023-02-12
690,73,48.27,2023-02-15
691,42,467.34,2023-10-01
692,83,292.55,2023-07-10
693,21,762.94,2023-02-14
694,71,654.7,2023-05-25
695,83,974.78,2023-07-15
696,84,870.42,2023-08-31
697,50,564.83,2023-12-09
698,58,865.68,2023-12-05
699,23,936.65,2023-10-17
700,86,747.87,2023-11-15
701,67,75.04,2023-08-13
702,51,29.05,2023-08-01
703,39,681.93,2023-08-25
704,51,779.76,2023-05-03
705,99,471.96,2023-05-31
706,24,520.76,2023-02-24
707,74,52.53,2023-01-21
708,45,759.5,2023-04-21
709,89,347.41,2023-01-08
710,31,639.32,2023-03-21
711,93,225.08,2023-10-11
712,38,167.74,2023-06-13
713,64,911.16,2023-11-13
714,10,204.59,2023-05-25
715,51,945.66,2023-04-20
716,51,402.71,2023-12-03
717,14,240.44,2023-01-04
718,28,155.97,2023-02-23
719,14,878.0,2023-09-11
720,79,269.8,2023-09-26
721,75,597.12,2023-07-24
722,73,945.81,2023-11-08
723,38,895.32,2023-08-28
724,6,902.45,2023-03-05
725,60,208.0,2023-06-08
726,12,761.35,2023-09-04
727,15,308.53,2023-02-25
728,22,817.98,2023-11-22
729,40,860.62,2023-06-02
730,93,531.29,2023-04-07
731,74,589.98,2023-06-04
732,55,501.02,2023-01-18
733,14,252.3,2023-02-19
734,58,606.66,2023-10-06
735,29,982.55,2023-04-29
736,49,534.39,2023-09-08
737,51,124.52,2023-03-29
738,92,346.0,2023-05-06
739,74,224.17,2023-02-18
740,4,134.59,2023-03-18
741,44,828.83,2023-06-16
742,4,613.68,2023-06-02
743,26,75.97,2023-12-24
744,54,658.07,2023-10-04
745,14,333.37,2023-01-04
746,97,783.38,2023-09-20
747,28,577.76,2023-11-23
748,31,200.78,2023-01-21
749,67,647.35,2023-04-25
750,27,490.23,2023-04-18
751,89,623.98,2023-05-02
752,6,488.1,2023-10-18
753,40,301.93,2023-01-19
754,59,32.44,2023-03-22
755,60,886.98,2023-05-03
756,87,94.2,2023-04-01
757,73,815.59,2023-01-26
758,3,890.68,2023-06-21
759,45,286.2,2023-01-29
760,7,951.79,2023-01-10
761,87,39.52,2023-01-20
762,59,526.98,2023-03-31
763,45,241.91,2023-10-28
764,35,918.38,2023-09-01
765,62,537.4,2023-09-30
766,87,219.03,2023-08-25
767,78,307.68,2023-11-23
768,23,232.12,2023-05-04
769,12,181.84,2023-11-20
770,67,585.57,2023-05-25
771,90,699.07,2023-08-26
772,37,486.01,2023-01-12
773,46,427.19,2023-08-07
774,46,934.54,2023-12-18
775,50,308.68,2023-06-12
776,54,526.03,2023-12-27
777,13,978.18,2023-02-05
778,99,661.5,2023-10-15
779,5,81.79,2023-08-23
780,70,276.14,2023-10-30
781,29,232.52,2023-01-05
782,51,846.45,2023-10-24
783,63,525.34,2023-06-26
784,42,736.22,2023-04-22
785,7,404.01,2023-08-03
786,8,697.97,2023-12-29
787,3,958.86,2023-02-17
788,87,710.69,2023-08-10
789,75,985.8,2023-07-24
790,70,217.24,2023-01-11
791,18,119.99,2023-10-05
792,84,363.08,2023-10-17
793,88,420.55,2023-09-06
794,55,247.63,2023-09-07
795,24,368.68,2023-08-09
796,95,637.12,2023-12-02
797,17,102.45,2023-06-09
798,82,346.96,2023-05-22
799,93,327.26,2023-08-07
800,98,644.39,2023-10-20
801,14,453.82,2023-08-22
802,62,547.76,2023-11-05
803,34,883.04,2023-02-17
804,65,452.86,2023-06-19
805,99,412.85,2023-12-15
806,41,641.15,2023-08-31
807,69,301.85,2023-05-25
808,38,202.0,2023-09-28
809,70,392.91,2023-12-28
810,10,226.18,2023-09-06
811,26,193.06,2023-06-12
812,52,866.98,2023-09-04
813,20,920.6,2023-03-25
814,50,227.36,2023-11-10
815,38,342.96,2023-09-21
816,49,941.34,2023-04-10
817,92,544.02,2023-03-10
818,76,875.47,2023-07-06
819,4,393.72,2023-06-03
820,11,900.14,2023-05-23
821,87,853.52,2023-05-03
822,52,142.86,2023-11-21
823,48,945.76,2023-11-05
824,10,380.59,2023-03-01
825,8,19.44,2023-02-16
826,92,615.89,2023-08-07
827,84,145.05,2023-02-02
828,65,101.82,2023-04-17
829,7,932.55,2023-04-19
830,39,867.02,2023-01-25
831,25,352.19,2023-10-29
832,76,500.5,2023-01-10
833,63,790.64,2023-11-19
834,69,846.27,2023-10-06
835,61,772.41,2023-06-03
836,54,732.3,2023-08-04
837,86,141.71,2023-07-02
838,17,558.42,2023-07-29
839,83,931.13,2023-12-29
840,1,241.84,2023-08-12
841,13,207.11,2023-10-19
842,37,89.85,2023-09-29
843,85,999.15,2023-08-01
844,61,74.75,2023-12-23
845,40,844.22,2023-11-23
846,75,471.27,2023-12-02
847,58,634.47,2023-10-25
848,83,378.45,2023-01-01
849,25,294.45,2023-07-21
850,33,724.0,2023-09-16
851,22,899.82,2023-01-05
852,8,787.4,2023-05-07
853,93,531.53,2023-04-06
854,6,352.87,2023-02-25
855,95,442.68,2023-07-09
856,99,985.34,2023-02-12
857,37,992.23,2023-09-06
858,7,537.12,2023-05-08
859,58,647.16,2023-12-31
860,70,23.75,2023-09-18
861,91,385.71,2023-12-25
862,35,186.54,2023-06-29
863,65,596.46,2023-12-12
864,12,544.7,2023-11-01
865,97,365.23,2023-05-06
866,5,973.43,2023-08-15
867,100,135.03,2023-11-17
868,20,61.21,2023-04-21
869,69,661.07,2023-01-18
870,24,231.98,2023-02-14
871,63,430.18,2023-01-13
872,63,106.5,2023-07-01
873,68,778.5,2023-10-17
874,100,90.44,2023-04-16
875,70,482.81,2023-09-17
876,94,529.72,2023-06-30
877,59,318.6,2023-06-19
878,92,68.46,2023-07-07
879,9,386.98,2023-02-20
880,99,421.2,2023-07-31
881,52,577.8,2023-05-13
882,68,735.02,2023-09-17
883,98,25.56,2023-01-17
884,25,392.54,2023-05-02
885,70,563.28,2023-01-02
886,79,858.14,2023-07-30
887,86,392.35,2023-12-03
888,15,670.19,2023-01-10
889,12,230.55,2023-07-06
890,70,85.87,2023-10-22
891,65,71.68,2023-10-04
892,42,970.11,2023-05-31
893,42,155.02,2023-03-23
894,63,668.46,2023-07-10
895,57,354.5,2023-05-08
896,83,343.39,2023-05-20
897,70,664.74,2023-03-22
898,33,49.16,2023-11-10
899,38,787.73,2023-06-04
900,82,704.25,2023-06-11
901,85,217.0,2023-11-17
902,28,699.09,2023-03-06
903,19,465.85,2023-05-26
904,57,947.01,2023-05-07
905,27,921.35,2023-11-27
906,62,54.34,2023-09-09
907,84,585.49,2023-12-05
908,69,445.61,2023-11-05
909,38,862.84,2023-04-13
910,42,473.54,2023-11-07
911,42,726.77,2023-03-12
912,24,159.23,2023-02-12
913,39,709.84,2023-12-31
914,49,117.14,2023-03-26
915,75,958.88,2023-02-17
916,13,615.63,2023-12-20
917,84,140.6,2023-06-18
918,43,665.69,2023-12-14
919,66,398.09,2023-12-26
920,63,303.27,2023-01-10
921,94,835.77,2023-07-20
922,86,835.55,2023-11-11
923,95,957.75,2023-08-04
924,8,725.63,2023-06-01
925,34,969.62,2023-12-14
926,96,856.64,2023-01-28
927,86,380.47,2023-08-03
928,97,611.43,2023-02-26
929,55,776.68,2023-07-19
930,66,906.98,2023-09-21
